id_venda,data,produto,categoria,regiao,vendedor,preco_unitario,quantidade,receita,custo,lucro
2605,2024-01-27,HD Externo,Armazenamento,Norte,Daniela,1094.56,10,10945.6,8094.45,2851.15
2606,2025-02-01,Teclado,Periféricos,Sul,Daniela,7640.63,5,38203.15,29251.03,8952.12
2607,2022-10-03,Webcam,Vídeo,Nordeste,Eduardo,883.49,9,7951.41,6610.07,1341.34
2608,2022-02-09,Teclado,Periféricos,Centro-Oeste,Fernanda,7344.69,9,66102.21,55162.3,10939.91
2609,2025-01-23,HD Externo,Armazenamento,Centro-Oeste,Daniela,5551.22,8,44409.76,25761.03,18648.73
2610,2022-06-16,Mouse,Periféricos,Norte,Bruno,2037.72,7,14264.04,11616.34,2647.7
2611,2022-04-15,Headset,Áudio,Sul,Daniela,3438.8,1,3438.8,2790.71,648.09
2612,2024-12-03,SSD,Armazenamento,Centro-Oeste,Ana,3174.18,8,25393.44,18998.28,6395.16
2613,2022-02-03,Teclado,Periféricos,Nordeste,Eduardo,7746.77,5,38733.85,32013.2,6720.65
2614,2023-07-21,Notebook,Computadores,Norte,Gabriel,863.65,9,7772.85,6181.55,1591.3
2615,2022-05-14,Teclado,Periféricos,Centro-Oeste,Gabriel,5758.06,1,5758.06,3370.63,2387.43
2616,2023-03-29,Webcam,Vídeo,Norte,Ana,7656.74,5,38283.7,24517.44,13766.26
2617,2021-10-16,SSD,Armazenamento,Norte,Gabriel,7629.2,4,30516.8,19901.83,10614.97
2618,2022-11-17,Mouse,Periféricos,Nordeste,Daniela,2469.6,7,17287.2,9600.76,7686.44
2619,2024-01-18,SSD,Armazenamento,Sul,Bruno,1555.75,6,9334.5,7274.62,2059.88
2620,2022-09-27,HD Externo,Armazenamento,Sul,Fernanda,4513.1,2,9026.2,4761.68,4264.52
2621,2022-10-01,SSD,Armazenamento,Norte,Ana,6520.01,9,58680.09,29440.76,29239.33
2622,2022-03-21,SSD,Armazenamento,Centro-Oeste,Eduardo,6882.69,7,48178.83,34359.43,13819.4
2623,2023-08-24,Teclado,Periféricos,Nordeste,Carlos,7576.9,4,30307.6,20187.99,10119.61
2624,2022-08-25,Monitor,Monitores,Sudeste,Bruno,734.58,8,5876.64,4385.38,1491.26
2625,2021-10-29,Notebook,Computadores,Nordeste,Helena,6079.5,4,24318.0,13875.95,10442.05
2626,2024-03-15,SSD,Armazenamento,Centro-Oeste,Helena,1856.67,3,5570.01,3432.55,2137.46
2627,2022-12-29,HD Externo,Armazenamento,Sudeste,Bruno,159.75,5,798.75,472.8,325.95
2628,2021-10-13,Notebook,Computadores,Centro-Oeste,Daniela,4552.9,10,45529.0,28220.01,17308.99
2629,2021-04-18,Monitor,Monitores,Sudeste,Carlos,7896.42,6,47378.52,33543.71,13834.81
2630,2021-09-27,Teclado,Periféricos,Norte,Daniela,4323.14,1,4323.14,3411.56,911.58
2631,2021-05-30,SSD,Armazenamento,Norte,Gabriel,4552.85,9,40975.65,34721.48,6254.17
2632,2024-09-12,Notebook,Computadores,Sudeste,Ana,6768.35,3,20305.05,14661.15,5643.9
2633,2021-03-28,SSD,Armazenamento,Norte,Gabriel,7656.84,8,61254.72,33892.21,27362.51
2634,2022-12-26,Headset,Áudio,Nordeste,Ana,4095.08,7,28665.56,24137.28,4528.28
2635,2021-08-29,SSD,Armazenamento,Nordeste,Ana,263.28,3,789.84,598.92,190.92
2636,2024-05-03,Notebook,Computadores,Sudeste,Fernanda,122.82,2,245.64,180.74,64.9
2637,2023-09-04,SSD,Armazenamento,Sul,Bruno,5959.67,3,17879.01,10449.16,7429.85
2638,2022-05-03,SSD,Armazenamento,Centro-Oeste,Ana,3009.31,3,9027.93,7101.75,1926.18
2639,2021-04-30,Mouse,Periféricos,Norte,Helena,1700.04,10,17000.4,9125.15,7875.25
2640,2023-01-01,Headset,Áudio,Sudeste,Helena,4827.18,9,43444.62,33236.33,10208.29
2641,2024-05-27,Monitor,Monitores,Nordeste,Ana,4114.01,6,24684.06,12642.11,12041.95
2642,2022-08-18,HD Externo,Armazenamento,Nordeste,Ana,6299.83,9,56698.47,45006.65,11691.82
2643,2024-06-05,Monitor,Monitores,Centro-Oeste,Carlos,6669.3,9,60023.7,34477.24,25546.46
2644,2023-03-22,Mouse,Periféricos,Sul,Ana,7591.44,2,15182.88,8351.89,6830.99
2645,2024-12-15,SSD,Armazenamento,Sudeste,Helena,2801.68,9,25215.12,14262.51,10952.61
2646,2023-09-28,Monitor,Monitores,Nordeste,Gabriel,4279.84,6,25679.04,18579.48,7099.56
2647,2023-01-11,Teclado,Periféricos,Sul,Bruno,4854.23,2,9708.46,6245.77,3462.69
2648,2021-11-28,Notebook,Computadores,Sul,Gabriel,7109.78,4,28439.12,16081.28,12357.84
2649,2023-06-23,SSD,Armazenamento,Sul,Eduardo,3624.63,10,36246.3,23615.6,12630.7
2650,2022-10-13,Teclado,Periféricos,Sul,Helena,7471.42,3,22414.26,13355.1,9059.16
2651,2022-06-18,Mouse,Periféricos,Nordeste,Gabriel,4878.28,4,19513.12,13840.6,5672.52
2652,2023-03-25,Monitor,Monitores,Centro-Oeste,Fernanda,5181.1,8,41448.8,26986.91,14461.89
2653,2023-08-24,HD Externo,Armazenamento,Sudeste,Helena,6353.05,4,25412.2,16607.95,8804.25
2654,2022-01-10,SSD,Armazenamento,Nordeste,Eduardo,2839.04,6,17034.24,10466.78,6567.46
2655,2021-04-21,Webcam,Vídeo,Centro-Oeste,Eduardo,7812.55,1,7812.55,4100.83,3711.72
2656,2024-08-16,Teclado,Periféricos,Nordeste,Daniela,1073.04,9,9657.36,7500.67,2156.69
2657,2021-04-12,Teclado,Periféricos,Sul,Bruno,7824.3,4,31297.2,19816.49,11480.71
2658,2023-08-24,Webcam,Vídeo,Sul,Ana,3577.25,5,17886.25,10311.78,7574.47
2659,2023-04-08,Monitor,Monitores,Norte,Daniela,7691.16,9,69220.44,39944.79,29275.65
2660,2023-12-01,Webcam,Vídeo,Centro-Oeste,Gabriel,257.44,7,1802.08,1367.67,434.41
2661,2023-08-31,Notebook,Computadores,Centro-Oeste,Helena,6960.55,3,20881.65,15076.6,5805.05
2662,2022-12-12,HD Externo,Armazenamento,Sul,Helena,4061.41,1,4061.41,3209.46,851.95
2663,2023-04-06,HD Externo,Armazenamento,Nordeste,Gabriel,1881.12,4,7524.48,5111.13,2413.35
2664,2024-07-07,Mouse,Periféricos,Sul,Eduardo,6111.2,8,48889.6,36226.5,12663.1
2665,2022-10-01,Monitor,Monitores,Nordeste,Fernanda,3440.8,8,27526.4,14744.7,12781.7
2666,2023-08-24,Monitor,Monitores,Sul,Carlos,5512.57,8,44100.56,37095.76,7004.8
2667,2022-03-23,Monitor,Monitores,Norte,Fernanda,2720.26,4,10881.04,5493.98,5387.06
2668,2021-04-05,Mouse,Periféricos,Nordeste,Fernanda,5509.36,4,22037.44,17411.14,4626.3
2669,2023-06-12,Webcam,Vídeo,Norte,Gabriel,3061.41,9,27552.69,18395.55,9157.14
2670,2021-03-17,HD Externo,Armazenamento,Sudeste,Ana,1377.37,4,5509.48,4522.72,986.76
2671,2023-01-18,Headset,Áudio,Norte,Fernanda,6754.55,6,40527.3,28139.38,12387.92
2672,2021-01-11,HD Externo,Armazenamento,Norte,Gabriel,3663.09,8,29304.72,21756.27,7548.45
2673,2022-01-24,Headset,Áudio,Sudeste,Daniela,2300.14,1,2300.14,1766.02,534.12
2674,2021-01-11,Mouse,Periféricos,Sudeste,Eduardo,3842.37,9,34581.33,24076.37,10504.96
2675,2022-12-31,Mouse,Periféricos,Sudeste,Helena,911.0,6,5466.0,4451.97,1014.03
2676,2024-09-06,Monitor,Monitores,Sul,Fernanda,7478.52,7,52349.64,34711.4,17638.24
2677,2022-07-15,Headset,Áudio,Sul,Gabriel,4861.59,4,19446.36,16064.43,3381.93
2678,2024-12-08,HD Externo,Armazenamento,Nordeste,Helena,2500.57,4,10002.28,8282.91,1719.37
2679,2024-03-22,Notebook,Computadores,Centro-Oeste,Helena,156.7,2,313.4,241.01,72.39
2680,2022-12-31,Mouse,Periféricos,Norte,Daniela,3938.04,3,11814.12,6316.58,5497.54
2681,2023-01-22,Headset,Áudio,Sul,Bruno,824.65,7,5772.55,3237.44,2535.11
2682,2024-07-26,Notebook,Computadores,Norte,Carlos,7507.06,3,22521.18,15771.37,6749.81
2683,2021-03-07,Webcam,Vídeo,Nordeste,Carlos,4384.61,1,4384.61,2753.08,1631.53
2684,2023-11-12,Webcam,Vídeo,Norte,Bruno,728.02,10,7280.2,4281.43,2998.77
2685,2021-11-14,Monitor,Monitores,Sul,Eduardo,577.08,1,577.08,356.22,220.86
2686,2021-02-19,Teclado,Periféricos,Nordeste,Carlos,6336.84,1,6336.84,3627.31,2709.53
2687,2023-12-22,Teclado,Periféricos,Centro-Oeste,Fernanda,94.18,8,753.44,524.07,229.37
2688,2023-11-03,Mouse,Periféricos,Centro-Oeste,Daniela,7528.71,9,67758.39,48302.1,19456.29
2689,2021-11-25,HD Externo,Armazenamento,Sudeste,Gabriel,5517.98,3,16553.94,12618.22,3935.72
2690,2023-01-16,Notebook,Computadores,Nordeste,Ana,2541.74,3,7625.22,6338.52,1286.7
2691,2023-03-19,Monitor,Monitores,Sudeste,Bruno,3087.66,8,24701.28,15507.15,9194.13
2692,2022-10-23,SSD,Armazenamento,Nordeste,Fernanda,5898.41,5,29492.05,23146.78,6345.27
2693,2024-12-15,SSD,Armazenamento,Norte,Eduardo,6746.86,6,40481.16,27597.06,12884.1
2694,2022-03-17,SSD,Armazenamento,Centro-Oeste,Ana,3382.43,8,27059.44,15110.91,11948.53
2695,2021-02-20,Headset,Áudio,Centro-Oeste,Helena,7320.03,6,43920.18,24928.75,18991.43
2696,2024-10-25,Mouse,Periféricos,Sul,Fernanda,5960.81,1,5960.81,4398.58,1562.23
2697,2024-11-22,Notebook,Computadores,Centro-Oeste,Eduardo,3025.9,9,27233.1,17950.08,9283.02
2698,2022-12-27,Teclado,Periféricos,Centro-Oeste,Carlos,2568.13,8,20545.04,14213.58,6331.46
2699,2022-01-03,HD Externo,Armazenamento,Sul,Daniela,7036.92,5,35184.6,25198.78,9985.82
2700,2022-10-03,Teclado,Periféricos,Nordeste,Eduardo,96.64,10,966.4,694.71,271.69
2701,2025-01-19,Notebook,Computadores,Norte,Carlos,4613.84,8,36910.72,20514.14,16396.58
2702,2022-08-08,Teclado,Periféricos,Centro-Oeste,Helena,4114.02,1,4114.02,3061.85,1052.17
2703,2021-12-25,Headset,Áudio,Norte,Bruno,3694.81,2,7389.62,6161.97,1227.65
2704,2022-11-02,Webcam,Vídeo,Norte,Daniela,806.4,6,4838.4,3627.84,1210.56
2705,2021-03-19,HD Externo,Armazenamento,Norte,Bruno,4714.17,4,18856.68,13956.13,4900.55
2706,2024-05-07,Webcam,Vídeo,Nordeste,Bruno,1350.78,1,1350.78,812.88,537.9
2707,2024-09-15,Monitor,Monitores,Nordeste,Fernanda,5043.3,3,15129.9,10882.47,4247.43
2708,2021-04-28,SSD,Armazenamento,Centro-Oeste,Helena,4713.71,3,14141.13,11283.97,2857.16
2709,2022-11-11,Monitor,Monitores,Centro-Oeste,Fernanda,2781.83,2,5563.66,2839.64,2724.02
2710,2024-11-27,Notebook,Computadores,Sul,Bruno,1458.6,6,8751.6,5729.52,3022.08
2711,2022-04-09,Headset,Áudio,Sudeste,Ana,2004.08,8,16032.64,8073.32,7959.32
2712,2022-04-20,Mouse,Periféricos,Sul,Gabriel,3433.59,5,17167.95,14091.3,3076.65
2713,2022-02-04,Mouse,Periféricos,Centro-Oeste,Ana,2935.11,10,29351.1,18722.28,10628.82
2714,2023-01-16,Webcam,Vídeo,Norte,Bruno,3168.95,2,6337.9,3890.14,2447.76
2715,2021-12-01,Teclado,Periféricos,Norte,Helena,2293.22,8,18345.76,13549.08,4796.68
2716,2022-12-09,Monitor,Monitores,Sudeste,Carlos,2500.14,8,20001.12,14819.83,5181.29
2717,2021-02-03,Headset,Áudio,Norte,Carlos,1159.83,9,10438.47,7165.81,3272.66
2718,2023-01-29,HD Externo,Armazenamento,Sul,Carlos,2553.35,7,17873.45,13843.3,4030.15
2719,2022-03-14,Notebook,Computadores,Centro-Oeste,Fernanda,5684.77,9,51162.93,30520.15,20642.78
2720,2023-07-05,Mouse,Periféricos,Norte,Eduardo,7188.66,8,57509.28,37299.13,20210.15
2721,2021-03-09,Headset,Áudio,Centro-Oeste,Ana,1029.72,4,4118.88,2219.24,1899.64
2722,2023-10-17,SSD,Armazenamento,Centro-Oeste,Bruno,5126.01,3,15378.03,11859.54,3518.49
2723,2022-09-26,Monitor,Monitores,Centro-Oeste,Fernanda,7143.0,7,50001.0,28143.95,21857.05
2724,2022-06-20,Notebook,Computadores,Nordeste,Bruno,2851.19,10,28511.9,22022.29,6489.61
2725,2024-03-26,SSD,Armazenamento,Sudeste,Bruno,1711.81,7,11982.67,8773.35,3209.32
2726,2022-07-17,Mouse,Periféricos,Centro-Oeste,Eduardo,2521.72,9,22695.48,14964.22,7731.26
2727,2022-10-04,HD Externo,Armazenamento,Norte,Daniela,1846.05,9,16614.45,9110.8,7503.65
2728,2024-09-27,Teclado,Periféricos,Centro-Oeste,Gabriel,3926.41,5,19632.05,11266.12,8365.93
2729,2022-10-09,Webcam,Vídeo,Norte,Gabriel,6434.44,3,19303.32,14477.41,4825.91
2730,2022-07-10,Webcam,Vídeo,Sudeste,Gabriel,6493.33,10,64933.3,40696.01,24237.29
2731,2021-11-21,Notebook,Computadores,Sul,Bruno,846.7,2,1693.4,1179.89,513.51
2732,2024-08-29,Mouse,Periféricos,Nordeste,Helena,6766.52,9,60898.68,38246.55,22652.13
2733,2023-05-10,Teclado,Periféricos,Sul,Fernanda,520.42,2,1040.84,649.3,391.54
2734,2024-02-26,Notebook,Computadores,Nordeste,Bruno,6593.82,4,26375.28,16722.33,9652.95
2735,2023-07-06,Teclado,Periféricos,Centro-Oeste,Gabriel,1745.85,3,5237.55,3745.18,1492.37
2736,2022-10-01,Webcam,Vídeo,Sudeste,Eduardo,5717.89,6,34307.34,23738.51,10568.83
2737,2022-02-19,Monitor,Monitores,Norte,Helena,264.82,1,264.82,191.62,73.2
2738,2021-09-29,Headset,Áudio,Norte,Helena,2591.42,4,10365.68,5733.44,4632.24
2739,2021-03-02,Notebook,Computadores,Nordeste,Daniela,7053.77,3,21161.31,11252.08,9909.23
2740,2022-08-07,HD Externo,Armazenamento,Centro-Oeste,Eduardo,7633.63,5,38168.15,32068.36,6099.79
2741,2024-10-28,Notebook,Computadores,Sul,Helena,1861.33,9,16751.97,12925.32,3826.65
2742,2021-09-23,Webcam,Vídeo,Norte,Bruno,705.82,9,6352.38,4227.41,2124.97
2743,2023-02-27,Headset,Áudio,Sudeste,Eduardo,2113.23,1,2113.23,1636.11,477.12
2744,2022-04-16,Notebook,Computadores,Sudeste,Carlos,3170.26,6,19021.56,14985.61,4035.95
2745,2023-03-01,Headset,Áudio,Norte,Carlos,5059.48,2,10118.96,5451.62,4667.34
2746,2023-01-12,HD Externo,Armazenamento,Sudeste,Carlos,3550.22,2,7100.44,3726.7,3373.74
2747,2022-09-18,Webcam,Vídeo,Nordeste,Gabriel,4893.96,1,4893.96,2681.24,2212.72
2748,2022-09-22,SSD,Armazenamento,Centro-Oeste,Ana,2669.46,1,2669.46,1638.65,1030.81
2749,2023-09-05,Headset,Áudio,Sudeste,Daniela,4539.02,5,22695.1,18759.62,3935.48
2750,2024-02-13,Notebook,Computadores,Nordeste,Helena,2348.75,8,18790.0,12056.74,6733.26
2751,2022-06-16,Webcam,Vídeo,Sul,Bruno,6178.17,10,61781.7,41777.92,20003.78
2752,2022-01-13,HD Externo,Armazenamento,Nordeste,Helena,6076.96,4,24307.84,14918.7,9389.14
2753,2024-11-06,Headset,Áudio,Nordeste,Carlos,6566.12,2,13132.24,10112.65,3019.59
2754,2021-05-01,HD Externo,Armazenamento,Sul,Eduardo,1632.85,4,6531.4,3721.7,2809.7
2755,2023-09-21,Notebook,Computadores,Sul,Gabriel,431.26,2,862.52,644.02,218.5
2756,2023-02-23,Headset,Áudio,Norte,Ana,1499.47,4,5997.88,4672.15,1325.73
2757,2021-09-30,Mouse,Periféricos,Norte,Carlos,1745.01,2,3490.02,2376.29,1113.73
2758,2024-02-08,Webcam,Vídeo,Nordeste,Gabriel,2175.87,9,19582.83,9829.44,9753.39
2759,2024-11-09,HD Externo,Armazenamento,Centro-Oeste,Ana,1102.62,8,8820.96,6259.64,2561.32
2760,2023-08-12,SSD,Armazenamento,Norte,Bruno,3624.87,10,36248.7,28098.76,8149.94
2761,2021-07-03,Teclado,Periféricos,Nordeste,Ana,1203.95,9,10835.55,9007.53,1828.02
2762,2021-06-17,Notebook,Computadores,Nordeste,Gabriel,5802.53,7,40617.71,23907.01,16710.7
2763,2021-01-02,Webcam,Vídeo,Norte,Gabriel,3568.77,5,17843.85,11661.23,6182.62
2764,2024-10-24,Notebook,Computadores,Nordeste,Bruno,2037.65,1,2037.65,1696.6,341.05
2765,2021-12-31,HD Externo,Armazenamento,Norte,Ana,4058.27,9,36524.43,24595.54,11928.89
2766,2024-05-17,Mouse,Periféricos,Norte,Bruno,6287.85,4,25151.4,19293.51,5857.89
2767,2022-04-04,SSD,Armazenamento,Sudeste,Fernanda,1882.25,9,16940.25,12725.27,4214.98
2768,2024-03-02,SSD,Armazenamento,Nordeste,Gabriel,6767.67,5,33838.35,21359.8,12478.55
2769,2021-01-14,Notebook,Computadores,Norte,Ana,4823.12,9,43408.08,23365.01,20043.07
2770,2023-06-23,Monitor,Monitores,Sul,Helena,123.91,4,495.64,348.62,147.02
2771,2024-10-20,Monitor,Monitores,Centro-Oeste,Eduardo,6381.37,10,63813.7,48793.03,15020.67
2772,2023-06-06,HD Externo,Armazenamento,Norte,Eduardo,7319.77,1,7319.77,5291.48,2028.29
2773,2022-11-19,Headset,Áudio,Norte,Helena,1189.76,3,3569.28,2383.19,1186.09
2774,2024-08-03,HD Externo,Armazenamento,Nordeste,Daniela,2225.0,7,15575.0,11990.36,3584.64
2775,2021-10-19,HD Externo,Armazenamento,Centro-Oeste,Eduardo,4864.76,1,4864.76,2805.85,2058.91
2776,2022-12-09,Headset,Áudio,Centro-Oeste,Fernanda,5506.97,9,49562.73,39809.94,9752.79
2777,2021-03-07,Mouse,Periféricos,Norte,Eduardo,7148.6,6,42891.6,23652.6,19239.0
2778,2024-05-25,Webcam,Vídeo,Nordeste,Carlos,6661.54,4,26646.16,16385.82,10260.34
2779,2023-01-14,HD Externo,Armazenamento,Norte,Gabriel,1339.6,5,6698.0,3572.51,3125.49
2780,2024-12-16,Monitor,Monitores,Norte,Ana,1602.72,6,9616.32,5859.94,3756.38
2781,2023-10-06,Mouse,Periféricos,Sudeste,Fernanda,178.98,1,178.98,105.01,73.97
2782,2025-02-08,HD Externo,Armazenamento,Nordeste,Daniela,3706.06,5,18530.3,9843.57,8686.73
2783,2024-05-15,Notebook,Computadores,Centro-Oeste,Gabriel,4272.87,6,25637.22,21139.43,4497.79
2784,2023-01-26,SSD,Armazenamento,Norte,Ana,6047.32,2,12094.64,8634.74,3459.9
2785,2021-07-01,Monitor,Monitores,Norte,Carlos,6124.35,6,36746.1,21075.41,15670.69
2786,2021-12-31,Teclado,Periféricos,Centro-Oeste,Helena,7302.46,3,21907.38,14102.39,7804.99
2787,2021-12-23,Notebook,Computadores,Centro-Oeste,Gabriel,4401.53,2,8803.06,5561.79,3241.27
2788,2024-01-10,Monitor,Monitores,Sul,Eduardo,1877.83,9,16900.47,10698.5,6201.97
2789,2023-02-24,SSD,Armazenamento,Sudeste,Bruno,3365.49,8,26923.92,21327.49,5596.43
2790,2023-04-09,Notebook,Computadores,Sudeste,Ana,3479.59,6,20877.54,12632.96,8244.58
2791,2023-01-06,Monitor,Monitores,Centro-Oeste,Gabriel,3464.3,9,31178.7,21867.94,9310.76
2792,2021-03-17,HD Externo,Armazenamento,Sul,Ana,3143.84,10,31438.4,16692.78,14745.62
2793,2021-06-24,Mouse,Periféricos,Nordeste,Helena,4347.31,10,43473.1,28831.21,14641.89
2794,2021-08-19,Headset,Áudio,Centro-Oeste,Eduardo,7406.72,10,74067.2,46172.1,27895.1
2795,2021-07-15,Headset,Áudio,Norte,Carlos,2995.02,1,2995.02,2184.3,810.72
2796,2022-04-05,HD Externo,Armazenamento,Sul,Gabriel,4824.58,2,9649.16,5057.3,4591.86
2797,2021-11-18,SSD,Armazenamento,Sudeste,Eduardo,1004.31,4,4017.24,2399.34,1617.9
2798,2023-11-03,Monitor,Monitores,Sudeste,Ana,2012.03,10,20120.3,15002.69,5117.61
2799,2023-11-29,Mouse,Periféricos,Nordeste,Carlos,1510.34,1,1510.34,803.46,706.88
2800,2021-08-03,HD Externo,Armazenamento,Centro-Oeste,Carlos,3103.63,6,18621.78,11054.96,7566.82
2801,2022-04-18,Monitor,Monitores,Sudeste,Fernanda,2957.96,4,11831.84,6955.22,4876.62
2802,2025-01-23,Teclado,Periféricos,Sul,Fernanda,3512.57,10,35125.7,24408.05,10717.65
2803,2024-07-07,Mouse,Periféricos,Sul,Helena,5740.23,4,22960.92,15056.0,7904.92
2804,2022-02-16,HD Externo,Armazenamento,Centro-Oeste,Ana,4682.98,6,28097.88,19620.6,8477.28
2805,2024-01-03,Headset,Áudio,Centro-Oeste,Bruno,539.41,4,2157.64,1816.02,341.62
2806,2021-01-14,SSD,Armazenamento,Nordeste,Gabriel,4013.72,2,8027.44,5563.72,2463.72
2807,2023-09-26,Notebook,Computadores,Sul,Bruno,385.06,6,2310.36,1197.32,1113.04
2808,2021-03-18,Webcam,Vídeo,Nordeste,Ana,5641.62,9,50774.58,40788.83,9985.75
2809,2022-12-25,HD Externo,Armazenamento,Sudeste,Daniela,7936.43,2,15872.86,8800.45,7072.41
2810,2021-10-18,Headset,Áudio,Sudeste,Eduardo,7213.89,4,28855.56,20001.81,8853.75
2811,2022-09-03,SSD,Armazenamento,Nordeste,Fernanda,360.66,7,2524.62,1765.05,759.57
2812,2023-01-16,Monitor,Monitores,Nordeste,Carlos,4535.06,9,40815.54,22086.65,18728.89
2813,2022-10-23,Monitor,Monitores,Centro-Oeste,Fernanda,3975.43,1,3975.43,2827.86,1147.57
2814,2024-02-04,Webcam,Vídeo,Centro-Oeste,Fernanda,740.08,6,4440.48,3194.86,1245.62
2815,2022-01-29,Teclado,Periféricos,Norte,Helena,5617.71,9,50559.39,29707.58,20851.81
2816,2024-09-27,Mouse,Periféricos,Sudeste,Eduardo,6355.22,4,25420.88,16133.69,9287.19
2817,2024-02-01,HD Externo,Armazenamento,Centro-Oeste,Gabriel,1982.16,10,19821.6,14529.2,5292.4
2818,2022-05-30,Headset,Áudio,Norte,Bruno,2859.54,8,22876.32,17127.66,5748.66
2819,2024-12-30,HD Externo,Armazenamento,Sudeste,Carlos,2354.43,7,16481.01,10679.59,5801.42
2820,2024-04-15,Webcam,Vídeo,Norte,Fernanda,7433.85,3,22301.55,13911.46,8390.09
2821,2025-01-13,Webcam,Vídeo,Centro-Oeste,Eduardo,7940.63,10,79406.3,61489.8,17916.5
2822,2021-12-04,Notebook,Computadores,Sul,Gabriel,6991.78,4,27967.12,17335.21,10631.91
2823,2022-05-17,Notebook,Computadores,Norte,Eduardo,5187.22,2,10374.44,7361.91,3012.53
2824,2023-12-27,Webcam,Vídeo,Sul,Bruno,1337.24,1,1337.24,814.95,522.29
2825,2022-08-18,SSD,Armazenamento,Sudeste,Gabriel,1837.14,1,1837.14,932.89,904.25
2826,2021-10-22,Notebook,Computadores,Sudeste,Daniela,1812.76,9,16314.84,11099.94,5214.9
2827,2021-06-05,HD Externo,Armazenamento,Sul,Carlos,4893.0,9,44037.0,32453.24,11583.76
2828,2023-08-08,Mouse,Periféricos,Sul,Ana,3575.81,3,10727.43,7440.65,3286.78
2829,2022-12-03,HD Externo,Armazenamento,Norte,Daniela,7378.81,7,51651.67,31805.8,19845.87
2830,2024-05-26,Teclado,Periféricos,Nordeste,Carlos,427.91,2,855.82,556.24,299.58
2831,2021-08-24,HD Externo,Armazenamento,Sul,Fernanda,2667.6,2,5335.2,2799.02,2536.18
2832,2021-09-05,Teclado,Periféricos,Sudeste,Ana,2369.32,10,23693.2,15207.31,8485.89
2833,2024-08-20,SSD,Armazenamento,Nordeste,Bruno,3646.89,5,18234.45,11361.38,6873.07
2834,2023-10-27,Notebook,Computadores,Norte,Fernanda,2313.56,7,16194.92,12710.4,3484.52
2835,2022-01-24,SSD,Armazenamento,Nordeste,Fernanda,959.99,2,1919.98,1600.04,319.94
2836,2022-09-10,Webcam,Vídeo,Centro-Oeste,Ana,3172.04,5,15860.2,12102.34,3757.86
2837,2021-08-06,Mouse,Periféricos,Centro-Oeste,Helena,1970.38,9,17733.42,13826.85,3906.57
2838,2022-06-05,SSD,Armazenamento,Nordeste,Eduardo,5603.95,7,39227.65,28995.96,10231.69
2839,2024-08-28,Teclado,Periféricos,Nordeste,Eduardo,7135.79,10,71357.9,51494.07,19863.83
2840,2022-09-07,Monitor,Monitores,Nordeste,Gabriel,138.05,6,828.3,442.61,385.69
2841,2021-08-30,Mouse,Periféricos,Nordeste,Bruno,7508.34,5,37541.7,28281.63,9260.07
2842,2024-03-23,Teclado,Periféricos,Sul,Helena,5528.16,7,38697.12,23769.7,14927.42
2843,2023-11-12,Notebook,Computadores,Sul,Fernanda,2235.86,10,22358.6,12657.0,9701.6
2844,2022-07-09,Mouse,Periféricos,Nordeste,Fernanda,2480.89,6,14885.34,7973.06,6912.28
2845,2022-07-04,Webcam,Vídeo,Sul,Carlos,4831.44,10,48314.4,38457.72,9856.68
2846,2021-08-06,SSD,Armazenamento,Sul,Daniela,3032.08,3,9096.24,5279.78,3816.46
2847,2023-03-28,Mouse,Periféricos,Norte,Ana,2078.75,5,10393.75,6672.59,3721.16
2848,2023-03-06,Notebook,Computadores,Centro-Oeste,Fernanda,6602.97,1,6602.97,4003.89,2599.08
2849,2021-09-22,Teclado,Periféricos,Nordeste,Gabriel,3322.94,9,29906.46,16163.08,13743.38
2850,2022-03-23,Notebook,Computadores,Sudeste,Bruno,5022.82,5,25114.1,17512.5,7601.6
2851,2023-11-17,Headset,Áudio,Sul,Daniela,5555.97,4,22223.88,16587.83,5636.05
2852,2022-02-01,HD Externo,Armazenamento,Nordeste,Fernanda,2165.42,2,4330.84,2948.54,1382.3
2853,2021-07-04,SSD,Armazenamento,Nordeste,Gabriel,2575.71,3,7727.13,6266.94,1460.19
2854,2022-07-20,HD Externo,Armazenamento,Nordeste,Fernanda,3445.3,2,6890.6,3867.26,3023.34
2855,2021-12-09,HD Externo,Armazenamento,Nordeste,Eduardo,3941.82,8,31534.56,21519.5,10015.06
2856,2022-09-27,Webcam,Vídeo,Sudeste,Bruno,5660.01,7,39620.07,30835.84,8784.23
2857,2023-12-06,Headset,Áudio,Sudeste,Daniela,3095.31,2,6190.62,4259.77,1930.85
2858,2022-06-22,Notebook,Computadores,Sudeste,Eduardo,7232.2,8,57857.6,35862.54,21995.06
2859,2023-04-23,Teclado,Periféricos,Sudeste,Fernanda,7461.95,8,59695.6,36426.19,23269.41
2860,2021-02-26,Mouse,Periféricos,Sudeste,Fernanda,4772.09,9,42948.81,29029.66,13919.15
2861,2022-03-06,SSD,Armazenamento,Norte,Bruno,3164.74,7,22153.18,13991.89,8161.29
2862,2021-08-14,Teclado,Periféricos,Centro-Oeste,Daniela,6614.1,6,39684.6,27343.79,12340.81
2863,2022-08-25,Mouse,Periféricos,Sul,Ana,1754.6,8,14036.8,9289.19,4747.61
2864,2023-01-20,SSD,Armazenamento,Sul,Bruno,316.36,2,632.72,427.66,205.06
2865,2024-03-03,Teclado,Periféricos,Norte,Fernanda,2708.89,8,21671.12,10855.63,10815.49
